0.010000	0.348733	0.167606	90.056667	95.160000	
0.010000	0.133403	0.118416	96.051667	96.540000	
0.010000	0.108866	0.125799	96.738333	96.510000	
0.010000	0.094231	0.107720	97.058333	96.870000	
0.010000	0.080663	0.123155	97.421667	96.460000	
0.010000	0.077487	0.093240	97.625000	97.200000	
0.010000	0.073005	0.118191	97.730000	96.460000	
0.010000	0.068660	0.107576	97.806667	97.190000	
0.010000	0.067370	0.127218	97.903333	96.460000	
0.010000	0.064067	0.089442	98.000000	97.340000	
0.010000	0.064131	0.099222	97.970000	97.160000	
0.010000	0.059436	0.102382	98.086667	97.040000	
0.010000	0.060198	0.084687	98.100000	97.550000	
0.010000	0.055678	0.120168	98.243333	96.450000	
0.010000	0.054884	0.108164	98.195000	97.150000	
0.010000	0.061306	0.100357	97.991667	97.180000	
0.010000	0.057971	0.120933	98.155000	96.790000	
0.010000	0.058160	0.117010	98.128333	96.790000	
0.010000	0.054452	0.100198	98.183333	97.110000	
0.010000	0.055346	0.105710	98.203333	97.170000
